status,lead_time,lenght_of_stay,adult_count,child_count,available_units,completed_entry_forms_count,product_count,reservation_net_value,total_adr,espera_dias,espera_zona_roja,ratio_asistencia,recurrence,libere_community,bought_products,returning_inhabitant,mes_estancia,altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presMax,presMin,hrMedia,status_num,origin_direct_channel,origin_email,origin_in_person,origin_telephone,requested_category_Hostel room,requested_category_One bedroom apartment,requested_category_One bedroom apartment superior,requested_category_Studio,requested_category_Studio superior,requested_category_Three bedroom apartment,requested_category_Three bedroom apartment superior,requested_category_Two bedroom apartment,requested_category_Two bedroom apartment superior,asset_type_apartment,asset_type_hostel,brand_libere,business_segment_Business Individual,business_segment_Leisure Group,business_segment_Leisure Individual,business_segment_MICE Group,business_segment_MICE Individual,business_segment_Mid Stay,business_segment_Travel Group,business_segment_Travel Individual,rate_type_Mid Stay,rate_type_Non Refundable,estacion_estancia_Otoño,estacion_estancia_Primavera,estacion_estancia_Verano,provincia_BIZKAIA,provincia_CORDOBA,provincia_GIPUZKOA,provincia_GRANADA,provincia_MADRID,provincia_MALAGA,provincia_NAVARRA,provincia_VALENCIA
checked_out,1,2,1,0,120,1.0,2,133.36,66.68,0,0,1.0,2,no,yes,yes,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,19,2,1,0,120,1.0,2,131.04,65.52,18,1,1.0,2,yes,yes,yes,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,1,1,1,0,120,0.0,0,58.9,58.9,0,0,,14,yes,no,yes,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,65,4,1,0,120,0.0,2,224.56,56.14,65,1,,1,no,yes,no,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,65,4,2,0,120,0.0,2,276.49,69.12,65,1,,1,no,yes,no,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,65,2,1,0,120,0.0,2,189.19,94.6,65,1,,1,no,yes,no,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,65,4,2,0,120,0.0,2,224.56,56.14,65,1,,1,no,yes,no,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,22,2,2,0,120,2.0,2,132.15,66.08,21,1,1.0,1,yes,yes,no,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,7,2,1,0,120,1.0,0,89.98,44.99,7,0,1.0,1,no,no,no,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,7,2,3,0,120,3.0,2,138.83,69.42,6,0,1.0,1,no,yes,no,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,3,5,2,0,120,2.0,0,432.64,86.53,3,0,1.0,3,yes,no,yes,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,0,2,4,0,120,4.0,0,121.77,60.89,0,0,1.0,1,yes,no,no,2,513,6.4,0.0,0.9,11.8,11.0,2.2,7.2,9.3,968.5,966.1,74.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,0,1,1,0,120,1.0,0,232.73,232.73,0,0,1.0,21,yes,no,yes,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,66,3,1,0,120,0.0,1,123.86,41.29,66,1,,1,no,yes,no,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,66,3,5,0,120,0.0,4,363.64,121.21,66,1,,1,no,yes,no,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,24,1,2,1,120,2.0,0,51.55,51.55,23,1,1.5,3,yes,no,yes,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
cancelled,7,3,4,0,120,0.0,0,109.64,36.55,7,0,,1,no,no,no,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,7,3,4,0,120,4.0,1,275.55,91.85,7,0,1.0,1,no,yes,no,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,6,1,1,0,120,1.0,2,72.73,72.73,6,0,1.0,1,no,yes,no,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,4,1,4,0,120,4.0,2,99.39,99.39,4,0,1.0,1,no,yes,no,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,4,1,1,0,120,1.0,0,52.31,52.31,3,0,1.0,3,no,no,yes,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,4,2,2,1,120,2.0,2,183.62,91.81,3,0,1.5,1,no,yes,no,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,0,1,2,0,120,2.0,0,53.61,53.61,-1,0,1.0,1,no,no,no,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,0,1,3,0,120,3.0,0,68.8,68.8,-1,0,1.0,1,no,no,no,2,513,2.6,0.0,-5.3,10.5,99.0,1.7,7.2,4.9,975.9,968.5,75.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,17,9,2,1,120,2.0,1,979.46,108.83,16,1,1.5,3,no,yes,yes,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,1,6,4,0,120,4.0,0,444.86,74.14,0,0,1.0,2,yes,no,yes,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,67,2,2,0,120,0.0,2,176.59,88.3,67,1,,1,no,yes,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,107,2,5,0,120,5.0,0,230.28,115.14,107,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,97,1,2,0,120,2.0,0,121.82,121.82,96,1,1.0,1,yes,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,67,2,1,0,120,0.0,0,104.66,52.33,67,1,,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,60,2,1,0,120,1.0,0,54.36,27.18,59,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,60,2,4,0,120,4.0,0,254.36,127.18,59,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,60,2,4,0,120,4.0,0,254.36,127.18,59,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,43,2,3,0,120,3.0,0,152.22,76.11,42,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,42,2,2,1,120,2.0,3,145.8,72.9,42,1,1.5,1,no,yes,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,30,2,2,0,120,2.0,0,142.48,71.24,29,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,30,2,5,0,120,5.0,0,261.25,130.63,29,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,30,2,4,0,120,4.0,2,246.59,123.3,29,1,1.0,1,no,yes,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,29,2,1,0,120,1.0,0,167.12,83.56,28,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
cancelled,28,2,4,0,120,0.0,0,110.11,55.06,28,1,,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,11,2,4,0,120,4.0,0,212.2,106.1,11,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
cancelled,10,3,4,0,120,0.0,0,61.43,20.48,10,1,,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,10,3,4,0,120,0.0,0,124.74,41.58,10,1,,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,10,2,4,0,120,0.0,0,106.64,53.32,10,1,,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,10,2,2,0,120,2.0,0,185.3,92.65,9,1,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,6,2,2,0,120,2.0,0,197.43,98.72,6,0,1.0,1,no,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,6,2,2,2,120,2.0,1,199.38,99.69,5,0,2.0,1,no,yes,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
cancelled,5,1,2,1,120,2.0,1,250.34,250.34,5,0,1.5,1,no,yes,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,4,3,2,0,120,2.0,0,292.66,97.55,4,0,1.0,1,yes,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,4,3,4,0,120,4.0,0,292.66,97.55,4,0,1.0,1,yes,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,1,2,2,2,120,2.0,3,248.0,124.0,1,0,2.0,1,no,yes,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,1,1,3,0,120,0.0,0,101.82,101.82,1,0,,1,yes,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,1,1,3,0,120,0.0,0,101.82,101.82,1,0,,1,yes,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,1,1,3,0,120,3.0,0,107.73,107.73,0,0,1.0,1,yes,no,no,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,0,1,1,0,120,1.0,1,96.68,96.68,0,0,1.0,3,no,yes,yes,2,513,2.3,0.0,-5.8,10.4,8.0,0.3,3.1,4.4,976.7,973.5,87.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,11,1,2,0,120,0.0,1,155.69,155.69,11,1,,1,no,yes,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,11,1,2,0,120,1.0,1,159.37,159.37,11,1,2.0,1,no,yes,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,114,1,2,0,120,2.0,1,67.02,67.02,114,1,1.0,1,yes,yes,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,114,1,2,0,120,2.0,0,54.29,54.29,114,1,1.0,1,no,no,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,84,1,5,0,120,5.0,0,139.09,139.09,84,1,1.0,1,no,no,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,67,1,4,0,120,0.0,1,140.82,140.82,66,1,,1,no,yes,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,32,1,5,0,120,0.0,0,170.84,170.84,32,1,,1,no,no,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,11,2,4,0,120,0.0,0,61.43,30.72,11,1,,1,no,no,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,11,2,3,0,120,0.0,0,144.58,72.29,11,1,,1,no,no,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,7,1,2,1,120,0.0,1,140.22,140.22,6,0,,1,no,yes,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,5,1,2,3,120,2.0,0,208.85,208.85,5,0,2.5,1,yes,no,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,4,1,2,1,120,2.0,0,111.15,111.15,4,0,1.5,1,yes,no,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,3,1,4,0,120,4.0,1,131.8,131.8,2,0,1.0,1,no,yes,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,3,1,2,2,120,2.0,1,147.0,147.0,2,0,2.0,1,no,yes,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,3,1,2,0,120,2.0,2,159.58,159.58,2,0,1.0,1,no,yes,no,2,513,1.8,0.0,-8.0,11.7,99.0,2.5,7.2,9.8,974.1,969.6,67.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,10,5,1,0,120,1.0,0,280.23,56.05,9,0,1.0,2,no,no,yes,2,513,3.7,0.0,-6.0,13.4,22.0,1.4,6.7,9.9,972.1,968.8,61.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,5,2,2,0,120,2.0,0,101.98,50.99,4,0,1.0,1,yes,no,no,2,513,3.7,0.0,-6.0,13.4,22.0,1.4,6.7,9.9,972.1,968.8,61.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
cancelled,5,1,2,1,120,0.0,0,85.0,85.0,4,0,,1,no,no,no,2,513,3.7,0.0,-6.0,13.4,22.0,1.4,6.7,9.9,972.1,968.8,61.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,5,4,2,2,120,0.0,0,54.9,13.73,4,0,,1,no,no,no,2,513,3.7,0.0,-6.0,13.4,22.0,1.4,6.7,9.9,972.1,968.8,61.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,3,1,2,0,120,2.0,0,44.77,44.77,2,0,1.0,1,no,no,no,2,513,3.7,0.0,-6.0,13.4,22.0,1.4,6.7,9.9,972.1,968.8,61.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,3,5,1,0,120,1.0,0,248.46,49.69,2,0,1.0,1,yes,no,no,2,513,3.7,0.0,-6.0,13.4,22.0,1.4,6.7,9.9,972.1,968.8,61.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
checked_out,2,1,1,0,120,1.0,0,44.7,44.7,2,0,1.0,1,no,no,no,2,513,3.7,0.0,-6.0,13.4,22.0,1.4,6.7,9.9,972.1,968.8,61.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
checked_out,2,4,2,2,120,2.0,0,239.32,59.83,1,0,2.0,1,no,no,no,2,513,3.7,0.0,-6.0,13.4,22.0,1.4,6.7,9.9,972.1,968.8,61.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cancelled,0,1,2,0,120,0.0,0,115.54,115.54,0,0,,1,yes,no,no,2,513,3.7,0.0,-6.0,13.4,22.0,1.4,6.7,9.9,972.1,968.8,61.0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
