lead_time,lenght_of_stay,adult_count,child_count,available_units,completed_entry_forms_count,product_count,reservation_net_value,total_adr,espera_dias,recurrence,ratio_asistencia,tmed,prec,sol,bought_products,returning_inhabitant,libere_community,es_finde,es_festivo,asset_type_aparthotel,asset_type_apartment,asset_type_hostel,business_segment_Business Group,business_segment_Business Individual,business_segment_Leisure Group,business_segment_Leisure Individual,business_segment_MICE Group,business_segment_MICE Individual,business_segment_Mid Stay,business_segment_Travel Group,business_segment_Travel Individual,rate_type_Flexible,rate_type_Mid Stay,rate_type_Non Refundable,origin_channel_manager,origin_direct_channel,origin_email,origin_in_person,origin_telephone,provincia_ARABA/ALAVA,provincia_BIZKAIA,provincia_CORDOBA,provincia_GIPUZKOA,provincia_GRANADA,provincia_MADRID,provincia_MALAGA,provincia_NAVARRA,provincia_VALENCIA,mes_estancia_1,mes_estancia_2,mes_estancia_3,mes_estancia_4,mes_estancia_5,mes_estancia_6,mes_estancia_7,mes_estancia_8,mes_estancia_9,mes_estancia_10,mes_estancia_11,mes_estancia_12
0.6931471805599453,1,1,0,135,0.0,1,3.264231526588998,3.264231526588998,0,1,0.6931471805599453,11.8,0.4054651081081644,0.0,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.6931471805599453,1,1,0,135,0.0,1,3.264231526588998,3.264231526588998,0,1,0.6931471805599453,11.8,0.4054651081081644,0.0,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.6931471805599453,1,1,0,135,0.0,0,3.094219220268645,3.094219220268645,0,1,0.6931471805599453,11.8,0.4054651081081644,0.0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,1,1,0,135,1.0,1,3.3537563070620187,3.3537563070620187,-1,1,0.6931471805599453,11.8,0.4054651081081644,0.0,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,2,1,3,135,1.0,0,4.826151401137618,4.14106910239497,0,2,1.252762968495368,9.5,0.0,8.2,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.6931471805599453,5,1,0,135,1.0,0,4.679163865896418,3.1063787936410545,1,3,0.6931471805599453,9.5,0.0,8.2,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5.153291594497779,3,1,0,135,1.0,0,4.017283516085639,2.953868069455292,172,1,0.6931471805599453,9.5,0.0,8.2,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5.153291594497779,3,1,0,135,1.0,0,4.017283516085639,2.953868069455292,172,2,0.6931471805599453,9.5,0.0,8.2,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.58351893845611,1,3,1,135,3.0,0,4.8059863254182105,4.8059863254182105,35,1,0.8472978603872036,9.5,0.0,8.2,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.044522437723423,2,2,2,135,0.0,0,4.0280266811844525,3.3527071725017215,20,1,0.6931471805599453,9.5,0.0,8.2,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
