ubicacion,fecha,puntuacion,titulo_comentario,comentario_negativo,comentario_positivo,etiquetas,cantidad_comentarios,nacionalidad
Vitoria,Escrito en 17 de mayo de 2025,"8,0",Rivas,,,Viaje de negocios | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 11 de mayo de 2025,"9,0",Endika,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 9 de mayo de 2025,"8,0",María,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 4 de mayo de 2025,"9,0",Maria,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 1 de mayo de 2025,"8,0",Ana,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 1 de mayo de 2025,"8,0",Héctor,,,Viaje de negocios | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 30 de abril de 2025,10,Ana,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 30 de abril de 2025,"9,0",Belen,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 2 de marzo de 2025,"9,0",Carmen,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 2 noches,,
Vitoria,Escrito en 2 de marzo de 2025,"7,0",Alejandro,,,Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 2 de marzo de 2025,"9,0",Ander,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 2 de marzo de 2025,"7,0",Blanco,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 2 de marzo de 2025,"8,0",Toni,,,Viaje de negocios | Persona que viaja sola | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 2 de marzo de 2025,"9,0",Esther,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 1 de marzo de 2025,10,Ana,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 1 de marzo de 2025,10,Jacobo,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 27 de febrero de 2025,"7,0",Eva,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 27 de febrero de 2025,"8,0",Miguel,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 2 noches,,
Vitoria,Escrito en 26 de febrero de 2025,"8,0",David,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche,,
Vitoria,Escrito en 26 de febrero de 2025,"8,0",Oscar,,,Persona que viaja sola | Apartamento Estudio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 25 de febrero de 2025,"9,0",Zc88,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 24 de febrero de 2025,"9,0",David,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 21 de febrero de 2025,"9,0",Elena,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 19 de febrero de 2025,10,Manuel,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 17 de febrero de 2025,"9,0",José,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 15 de febrero de 2025,10,Anne,,,Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 13 de febrero de 2025,"7,0",Fátima,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 13 de febrero de 2025,"7,0",Gonzlez,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 13 de febrero de 2025,"9,0",Mario,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 11 de febrero de 2025,10,Cristina,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche,,
Vitoria,Escrito en 10 de febrero de 2025,"9,0",Raquel,,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 10 de febrero de 2025,"8,0",Ibertrasa,,,Viaje de negocios | Grupo | Apartamento de 2 dormitorios | Estancia de 2 noches,,
Vitoria,Escrito en 9 de febrero de 2025,"8,0",Irune,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 5 de enero de 2025,"7,0",Francisco,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 4 de enero de 2025,"8,0",Luis,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 9 noches | Enviado por móvil,,
Vitoria,Escrito en 4 de enero de 2025,10,Díaz,,,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 3 de enero de 2025,"8,0",Juan,,,Con una mascota | Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches,,
Vitoria,Escrito en 31 de diciembre de 2024,"9,0",Eva,,,Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 28 de diciembre de 2024,10,Elvira,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 28 de diciembre de 2024,"7,0",Sergio,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 26 de diciembre de 2024,"8,0",Ana,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 22 de diciembre de 2024,"7,0",Gabaldon,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 21 de diciembre de 2024,"8,0",Manuel,,,Viaje de negocios | Persona que viaja sola | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 20 de diciembre de 2024,"8,0",Félix,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 20 de diciembre de 2024,"8,0",Ada,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 19 de diciembre de 2024,10,Angela,,,Viaje de negocios | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 19 de diciembre de 2024,10,Mª,,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 18 de diciembre de 2024,"9,0",Iratxe,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 17 de diciembre de 2024,10,Vavera,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 17 de diciembre de 2024,"9,0",Almudena,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 17 de diciembre de 2024,10,Martina,,,Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 16 de diciembre de 2024,"8,0",Diana,,,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 16 de diciembre de 2024,"9,0",Susana,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 15 de diciembre de 2024,"9,0",Estibaliz,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 14 de diciembre de 2024,"8,0",Maritorena,,,Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 12 de diciembre de 2024,"8,0",Miriam,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 4 noches | Enviado por móvil,,
Vitoria,Escrito en 9 de diciembre de 2024,10,Jose,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 9 de diciembre de 2024,10,María,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 16 de octubre de 2024,"9,0",Susi,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 15 de octubre de 2024,10,Elisa,,,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 15 de octubre de 2024,"9,0",Fernando,,,Familia con niños pequeños | Apartamento con terraza | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 14 de octubre de 2024,"8,0",Ricardo,,,Viaje de ocio | Familia con niños pequeños | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 13 de octubre de 2024,"9,0",Emma,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 13 de octubre de 2024,"9,0",Pilar,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 13 de octubre de 2024,10,Marina,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 13 de octubre de 2024,10,Rodrigo,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 11 de octubre de 2024,10,Jefferson,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 10 de octubre de 2024,"9,0",Miguel,,,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 10 de octubre de 2024,"8,0",Juan,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche,,
Vitoria,Escrito en 8 de octubre de 2024,"8,0",Lexuri,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche,,
Vitoria,Escrito en 6 de octubre de 2024,"7,0",Beatriz,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 5 de octubre de 2024,"9,0",Josefa,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 5 de octubre de 2024,10,Maria,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 5 de octubre de 2024,"8,0",Francisco,,,Viaje de negocios | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 4 noches | Enviado por móvil,,
Vitoria,Escrito en 4 de octubre de 2024,10,Javier,,,Viaje de ocio | Persona que viaja sola | Apartamento de 1 dormitorio | Estancia de 5 noches | Enviado por móvil,,
Vitoria,Escrito en 3 de octubre de 2024,"9,0",Ignacio,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 2 de octubre de 2024,10,Jon,,,Viaje de negocios | Persona que viaja sola | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 2 de octubre de 2024,"9,0",Raquel,,,Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 6 noches | Enviado por móvil,,
Vitoria,Escrito en 1 de octubre de 2024,"9,0",María,,,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 30 de septiembre de 2024,"7,0",Bárbara,,,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 3 noches,,
Vitoria,Escrito en 30 de septiembre de 2024,10,Maria,,,Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 30 de septiembre de 2024,"9,0",Kizkitza,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 29 de septiembre de 2024,"8,0",Armando,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 5 noches | Enviado por móvil,,
Vitoria,Escrito en 27 de agosto de 2024,10,Francisco,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 26 de agosto de 2024,10,Juan,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 26 de agosto de 2024,10,Ana,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 25 de agosto de 2024,10,Paredes,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 25 de agosto de 2024,10,Rafael,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 5 noches | Enviado por móvil,,
Vitoria,Escrito en 25 de agosto de 2024,10,Juan,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 24 de agosto de 2024,10,Josep,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 23 de agosto de 2024,"9,0",Carolina,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 4 noches | Enviado por móvil,,
Vitoria,Escrito en 23 de agosto de 2024,10,Rocamora,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 22 de agosto de 2024,10,Maria,,,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 22 de agosto de 2024,10,Deborah,,,Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 5 noches | Enviado por móvil,,
Vitoria,Escrito en 21 de agosto de 2024,"9,0",Víctor,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 19 de agosto de 2024,"9,0",Verónica,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 4 noches | Enviado por móvil,,
Vitoria,Escrito en 19 de agosto de 2024,"8,0",África,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 5 noches | Enviado por móvil,,
Vitoria,Escrito en 19 de agosto de 2024,"9,0",Sandra,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 19 de agosto de 2024,"9,0",Marta,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 18 de agosto de 2024,"8,0",David,,,Viaje de ocio | Grupo de amigos | Apartamento Estudio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 17 de agosto de 2024,10,Daniela,,,Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 16 de agosto de 2024,"9,0",Inés,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 16 de agosto de 2024,"8,0",Lorena,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 16 de agosto de 2024,"9,0",Adrián,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 15 de agosto de 2024,"8,0",Manuel,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 15 de agosto de 2024,"9,0",Maria,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 14 de agosto de 2024,"9,0",Daniel,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 4 noches,,
Vitoria,Escrito en 14 de agosto de 2024,"8,0",Ana,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 8 de julio de 2024,10,Wellington,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 6 noches | Enviado por móvil,,
Vitoria,Escrito en 7 de julio de 2024,"8,0",Ignacio,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 7 de julio de 2024,10,Santiago,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 5 de julio de 2024,"8,0",Alejandra,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 5 de julio de 2024,10,Loli,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 5 de julio de 2024,10,Jose,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 3 de julio de 2024,"9,0",Luis,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 1 de julio de 2024,"9,0",María,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 1 de julio de 2024,"9,0",Dionisio,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 1 de julio de 2024,"9,0",Agustín,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche,,
Vitoria,Escrito en 1 de julio de 2024,10,Pastor,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 30 de junio de 2024,10,Emilio,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 30 de junio de 2024,10,Marta,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 30 de junio de 2024,"7,0",Maria,,,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 30 de junio de 2024,"8,0",Albina,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 30 de junio de 2024,10,Cristian,,,Viaje de negocios | Grupo | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 30 de junio de 2024,10,Ángeles,,,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 27 de junio de 2024,"8,0",Sofia_sss,,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 27 de junio de 2024,10,Rosana,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche,,
Vitoria,Escrito en 26 de junio de 2024,"8,0",Juan,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 26 de junio de 2024,"7,0",Maria,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 25 de junio de 2024,"8,0",Cruz,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 24 de junio de 2024,10,Azuha,,,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 5 noches | Enviado por móvil,,
Vitoria,Escrito en 24 de junio de 2024,10,Susana,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 24 de junio de 2024,"8,0",Daniel,,,Viaje de ocio | Grupo de amigos | Apartamento Estudio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 6 de mayo de 2024,"9,0",Paz,,,Viaje de ocio | Familia con niños pequeños | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 6 de mayo de 2024,10,Eudald,,,Viaje de ocio | Grupo | Apartamento Ático | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 5 de mayo de 2024,"9,0",José,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 5 de mayo de 2024,10,Sofia,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 4 de mayo de 2024,"9,0",Ana,,,Viaje de ocio | Familia con niños pequeños | Apartamento Ático | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 3 de mayo de 2024,"9,0",Roberto,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 3 de mayo de 2024,"9,0",Edecio,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 3 de mayo de 2024,10,Pulido,,,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche,,
Vitoria,Escrito en 2 de mayo de 2024,"8,0",Clotilde,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches,,
Vitoria,Escrito en 2 de mayo de 2024,10,Jose,,,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 1 de mayo de 2024,10,Ire,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche,,
Vitoria,Escrito en 30 de abril de 2024,"9,0",Pablo,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 4 noches | Enviado por móvil,,
Vitoria,Escrito en 30 de abril de 2024,"8,0",Javier,,,Viaje de negocios | Persona que viaja sola | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 30 de abril de 2024,"8,0",Begoña,,,Viaje de negocios | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche,,
Vitoria,Escrito en 28 de abril de 2024,"9,0",David,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 27 de abril de 2024,10,Álvaro,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 25 de abril de 2024,"9,0",Javier,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 24 de abril de 2024,10,Andrea,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 23 de abril de 2024,"9,0",Alba,,,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 23 de abril de 2024,10,Ines,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 22 de abril de 2024,"8,0",Pablo,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 21 de abril de 2024,10,Laura,,,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 20 de abril de 2024,"9,0",Marisol,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 19 de abril de 2024,10,Gabriel,,,Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 18 de abril de 2024,"9,0",Jesus,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 2 noches,,
Vitoria,Escrito en 5 de marzo de 2024,"9,0",Izquierdo,,,Viaje de ocio | Grupo de amigos | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 5 de marzo de 2024,"9,0",Ortega,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 4 de marzo de 2024,"9,0",Leire,,,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
