ubicacion,fecha,puntuacion,titulo_comentario,comentario_negativo,comentario_positivo,etiquetas,cantidad_comentarios,nacionalidad
Vitoria,Escrito en 20 de marzo de 2023,"8,0",Maria,la limpieza un poco mejorable aunque no es que estuviera muy sucio,ubicación y comodidad del apartamento,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,23 comentarios,España
Vitoria,Escrito en 20 de marzo de 2023,"7,0",David,"ajustar el precio en un establecimiento sin atención en personacuidar pequeños detalles",limpio y bien ubicado,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches,9 comentarios,España
Vitoria,Escrito en 20 de marzo de 2023,10,Montserrat,,"muy acogedor y todo muy bien detallado (cocina, secador, toallas…)",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 19 de marzo de 2023,"9,0",Tesbos,"Faltaban servilletas de papel y un trapo de cocina, por ponerle alguna pega","La ubicación, limpieza y silencio",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,18 comentarios,España
Vitoria,Escrito en 19 de marzo de 2023,"9,0",Gaizka,Faltaba un poco de limpieza,La instalación es muy cómoda,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,17 comentarios,España
Vitoria,Escrito en 16 de marzo de 2023,"9,0",Idoiai,,"La ubicación
La limpieza",Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 16 de marzo de 2023,"8,0",Pilar,,"Apartamento muy amplio, cómodo, bien ubicado.",Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 13 de marzo de 2023,10,Nerea,La hora de salida del apartamento,Agradable y buena ubicación,Viaje de ocio | Grupo | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,17 comentarios,España
Vitoria,Escrito en 12 de marzo de 2023,"9,0",Carlos,"Al no haber recepción física, llegamos 5 minutos antes de las 15h y no es posible entrar en la habitación hasta que sea la hora exacta independientemente de que la habitación esté lista. Es lo que tienen máquinas...",Apartamentos modernos y prácticos. Buena ubicación.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 12 de marzo de 2023,"8,0",Mikel,"La ducha no tiene plato, ni está separada del propio baño por mampara. No tragaba bien el agua y todo el baño se llenaba de agua, aunque entiendo que es un problema puntual en nuestra habitación, del que dimos parte al servicio para que lo reparen",La ubicación es muy buena. El entorno es tranquilo. La habitación dispone de todas las facilidades. El baño es muy amplio y la cama muy cómoda,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,28 comentarios,España
Vitoria,Escrito en 9 de marzo de 2023,"7,0",Isra,no había papel de wc y aun poniendo el termostato a 15 grados hizo mucha calor toda la noche.,"moderno, bastante limpio",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,4 comentarios,España
Vitoria,Escrito en 8 de marzo de 2023,10,Pamela,"El colchón del sofá cama. Tenía moho la parte de abajo y era un poco incómodo. Pero lo demás de lo lujo.
La forma del check-in es todo online o por app.
Recomiendo apuntar en un papel el número para abrir las puertas, porque si te quedas sin batería no podrás abrir, pero no obstante hay un telefonillo para que puedan ayudar.","La ubicación super cerca al casco antiguo, de las tiendas y a 20 min andando a la estación central de Vitoria  y la limpieza de apartamento en general. Tenia todo lo necesario para cocinar y comer.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,12 comentarios,España
Vitoria,Escrito en 7 de marzo de 2023,"9,0",Gómez,"No hay personal, es todo virtual. No esperes que haya sal o aceite en la cocina","Ubicación, limpieza",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,15 comentarios,España
Vitoria,Escrito en 7 de marzo de 2023,"9,0",Vanesa,,todo,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 6 de marzo de 2023,"8,0",Naya,"Es muy impersonal, pero tampoco es que sea negativo. Nosotros no tuvimos ningún problema para entrar o registrarnos.",Muy cómodo y tranquilo. Muy bien ubicado y muy limpio.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,14 comentarios,España
Vitoria,Escrito en 3 de marzo de 2023,10,Jose,,"Todo en general.Apartamento y ubicación de 10.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 3 de marzo de 2023,"9,0",Marina,,"Apartamento amplio, limpio y completamente equipado. Muy acogedor, estuvimos solo una noche y nos dio pena no poder aprovecharlo más. Cama cómoda. Hay aparcamiento gratis en las calles de alrededor. No hay recepción física, pero el acceso con claves fue rápido y sencillo. Se puede ir caminando al Casco Viejo.",Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 1 de marzo de 2023,10,Daniel,,"La cama XL, el suelo calefactado, el pack del desayuno. Se nota que está todo cuidado con mucho detalle.",Viaje de negocios | Persona que viaja sola | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 24 de febrero de 2023,"9,0",Verónica,Se oye demasiado el ruido de la calle.,"Apartamiento cómodo, nuevo y con todo lo necesario.",Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,11 comentarios,España
Vitoria,Escrito en 23 de febrero de 2023,"8,0",Sheyla,"Para nuestro gusto, para ser un hotel de dos estrellas el sofá -cama debería tener mejor calidad.
El colchón era muy fino y la estructura muy floja que parecía que te ibas al suelo.","La ubicación es perfecta. Tiene parking el propio alojamiento y eso es un plus.
El alojamiento cumple con lo necesario.",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,27 comentarios,España
Vitoria,Escrito en 23 de febrero de 2023,"8,0",Manuel,"El sofá cama no era muy cómodo. Y tenía solo lo mínimo imprescindible para cocinar, te cobran extra por tener sal y aceite. El trato es totalmente impersonal, no hubo interacción con nadie del personal durante la estancia","Muy buena ubicación, moderno y buena calefacción",Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,42 comentarios,España
Vitoria,Escrito en 6 de enero de 2023,"8,0",Silvare,No hay extractor de olores en el baño y la cama del sofá no tiene funda para el nórdico,La ubicación y la comunicación con el personal,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,48 comentarios,España
Vitoria,Escrito en 6 de enero de 2023,"9,0",Cristina,Las almohadas.,Muy cerca del centro.,Viaje de ocio | Familia con niños pequeños | Apartamento Estudio | Estancia de 2 noches | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 6 de enero de 2023,10,Natalves,,"Excepcional, nos ha gustado todo, ubicación, limpieza, decoración, cómodo, amplio, calentito y muy bien aislado. Cocina equipada con microondas, inducción, tostadora, lavavajillas, lavadora, cafetera Nespresso y todos los utensilios para cuatro personas. Plato de ducha gigante. 
Muy cómodo, rápido y práctico el chec-in.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 5 de enero de 2023,10,Silvia_ramir,La entrada a las 15 horas podía ser antes,La ubicación perfecta,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,4 comentarios,España
Vitoria,Escrito en 5 de enero de 2023,"8,0",Ana,faltaba limpieza en vasos platos etc,diseño,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,17 comentarios,España
Vitoria,Escrito en 4 de enero de 2023,"9,0",Juan,algunos desperfectos efectuados por los huéspedes. pero esto no es culpa del alojamiento.,alojamiento nuevo con todas las comodidades.  muy cerca del centro y con zona libre de pago para aparcar en los alrededores.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,25 comentarios,España
Vitoria,Escrito en 4 de enero de 2023,10,Oscar,,"Apartamentos perfectamente equipados, modernos. de diseño y muy limpios. Ubicación excepcional.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 4 de enero de 2023,10,Alaitz,,"La limpieza, la ubicación y la facilidad en el check-in.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 4 de enero de 2023,"7,0",Lgarrigosa,,"Podria mejorarse,",Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 3 noches,,
Vitoria,Escrito en 4 de enero de 2023,"9,0",Irene,,ubicación y espacio limpio y en condiciones,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 4 de enero de 2023,"7,0",Ismael,Ropa para el sofá cama escasa,Buena ubicación. Cocina con equipamiento correcto.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,30 comentarios,España
Vitoria,Escrito en 3 de enero de 2023,"7,0",Rosa,"No pudimos alargar unas horas la estancia.
No nos dejaron suficiente gel y champú.
Vistas poco agradables.",Buena distribución del espacio,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,16 comentarios,España
Vitoria,Escrito en 3 de enero de 2023,10,Angel,,Todo,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 2 de enero de 2023,10,Fernandez,estaba todo perfecto,"muy acogedor, limpio y amplio",Familia con niños pequeños | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,4 comentarios,España
Vitoria,Escrito en 2 de enero de 2023,"8,0",Guillermo,No disponer del buffet desayuno al ser fechas navideñas. Aunque nos dejaron el desayuno en el apartamento y fue muy correcto,"La localización
La facilidad para poder contactar con el establecimiento y lo rápido que nos ayudaron a solucionar los problemas de check in",Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,28 comentarios,España
Vitoria,Escrito en 1 de enero de 2026,"6,0",Elena,"Que sea tan impersonal: no tener personas trabajando en recepción.
El sofá cama incómodo.",La ubicación,Viaje de ocio | Persona que viaja sola | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,1 comentario,España
Vitoria,Escrito en 26 de noviembre de 2025,"4,0",Lopez,Es un poco cutre para el precio que tiene.,El personal y la Ubicacion,Viaje de negocios | Pareja | Apartamento Estudio | Estancia de 4 noches | Enviado por móvil,10 comentarios,España
Vitoria,Escrito en 16 de noviembre de 2025,"6,0",Rober,"Las camas y el sofá cama es indigno para un alojamiento de 190€ la noche. La habitación huele a perro, puesto que esta permitido el acceso de mascotas y el olor no desaparece si no se limpia a conciencia.","La ubicación perfecta, lugar tranquilo y perfectamente situado.",Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,13 comentarios,España
Vitoria,Escrito en 5 de noviembre de 2025,"1,0",Nuria,,"No puedo valorar la reserva, cuando Booking me cancelo la reserva el mismo dia por la mañana. Sin ningun tipo de explicacionTenia pagado el alojamienot desde hacia 2 dias, y habia hecho el ckeking el dia antes, recibiendo el codigo para poder entrar.Hice el viaje a Vitoria, en vano. No habia disponibilidad de habitaciones en Vitoria.Booking realmente mal.",Viaje de negocios | Persona que viaja sola | Apartamento de 1 dormitorio | Estancia de 2 noches,,
Vitoria,Escrito en 14 de septiembre de 2025,"6,0",Eva,"Muy caro para lo pequeño que es, dormí en el sofá cama y se hundía, estaba muy trillado y no me podía mover por el ruido que hacía. Solo dos butacas para comer cuando me lo vendes como un apartamento para tres?","La localización, no muy lejos del centro pero tampoco en medio de la fiesta.
Las toallas, eran grandes y maravillosas.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,13 comentarios,España
Vitoria,Escrito en 24 de agosto de 2025,"6,0",Marina,"El apartamento estaba bien pero algo sucio. 
Las fundas del edredón y de las almohadas del sofá cama parecía  que estaban sin lavar y algunas toallas de la ducha tenian un color amarillento.  El resto de sábanas estaban bien. 
En el suelo habia manchas también. 
La tostadora no funcionaba y el sofá cama estaba un poco deteriorado, pero pudimos usarlo.
Únicamente pasamos una noche y no intentamos solucionarlo, así que no puedo valorar el servicio de recepción.","Ubicación, zona con mucho aparcamiento y a 15 minutos andando del centro. 
Bien aislado de ruidos.",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,5 comentarios,España
Vitoria,Escrito en 22 de agosto de 2025,"4,0",Aplaca2,"No entendemos como no hay un mantenimiento de la habitación diario o cada 2 dias. Solo ofrecen uno gratuito cada 8 días de estancia. Siendo así, no entendemos tampoco que no dejen un kit de limpieza básico. La estancia no incluye nada de eso, todo es a base de pagar extras. Limpieza un extra, kit de limpieza otro extra, entrada al hotel antes de las 3 otro extra y así con todo. 
Por otro lado el sofá cama está totalmente destrozado, es como un acordeón que se hunde por todos lados. Así como las almohadas, no pueden ser más incómodas, dónde apoyas la cabeza se queda sin relleno y se va para los lados.",El apartamento era bonito y está en una buena zona,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 5 noches | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 19 de agosto de 2025,"5,0",Geno,"Salía poca presión del grifo de la ducha del lavabo ,",Las vista,Viaje de ocio | Familia con niños pequeños | Apartamento con terraza | Estancia de 7 noches | Enviado por móvil,6 comentarios,España
Vitoria,Escrito en 11 de agosto de 2025,"3,0",Jose,El acceso a la puerta de la habitación dejó de funcionar al día siguiente de entrar. El sofá cama es muy incómodo. Nos Dan información incorrecta con el horario de desayuno.,Situación,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,4 comentarios,España
Vitoria,Escrito en 6 de agosto de 2025,"6,0",Roberto,La cama sofá estaba rota e incómoda,Ubicación e instalaciones,Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,27 comentarios,España
Vitoria,Escrito en 14 de septiembre de 2024,"1,0",Carmen,"Todo, no me gustó nada, yo en urgencias x un ataque de ansiedad y mi mar, mi hija y mi perrito durmiendo en el coche, una VERGÜENZA","No lo sé, yo puse septiembre y a booking le salió octubre, así ke ni unos ni otros ma arreglaron el problema, acabe en urgencias x un ataque de ansiedad",Viaje de negocios | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,17 comentarios,España
Vitoria,Escrito en 14 de septiembre de 2024,"6,0",David,"Para 4 personas, solo tenga una habitación y un sofá cama, siendo estw sofá bastante incómodo.",Limpieza y ubicación,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,4 comentarios,España
Vitoria,Escrito en 11 de septiembre de 2024,"1,0",Betzabe,La atención,La abitacion o el apartamento muy bien peor k había mantas un frío,Viaje de negocios | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 11 de septiembre de 2024,"6,0",Encarnación,La cama supletoria del sofá cama es horrorosamente incómoda y no tenía almohada.,"La ubicación y decoración del apartamento, así como el mensaje de cocina y las toallas",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 8 de septiembre de 2024,"6,0",Adrian,Que no habia shampoo solo gel,La automatizacion de las llaves y el check in check out,Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,6 comentarios,España
Vitoria,Escrito en 2 de septiembre de 2024,"4,0",María,"El aire funcionaba más en la habitación que el salón, ni aunque lo aumentara de potencia. Olía a desagüe todo el apartamento. No dejan para fregar, lo tienes que solicitar, aunque gratis. Solicité salir más tarde por 15€, al mandarnos el mail para pagarlo el enlace estaba mal y no había manera de pagarlo según nos decían por Wasap. Tampoco había nadie en recepción a las 10:00 un domingo. Falta mantenimiento, se sujetaban las puertas del mueble del salón con un cartón doblado.",,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,16 comentarios,España
Vitoria,Escrito en 30 de agosto de 2024,"6,0",Ana,"Más que un aparthotel son apartamentos individuales pero que los duplican con un sofacama bastante incomodo para dormir. Para dos personas es caro y para cuatro es pequeño.No hay servicio de limpieza durante la estancia.",Muy limpio y nuevo. Buena ubicación,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,26 comentarios,España
Vitoria,Escrito en 25 de agosto de 2024,"5,0",Maria,"El sofá cama con los muelles hundidos te clavas los hierros.  Durmiendo en el suelo con in colchón también fino y deformado salvamos la 1ra noche. Lo mejoraron algo tensando un muelle para la 2da noche, pero lo que hay q hacer es cambiar el mobiliario","Moderno, amplio para los 4, luminoso",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,9 comentarios,España
Vitoria,Escrito en 21 de agosto de 2024,"4,0",Ana,"La verdad me defraudó la limpieza , las paredes muy sucias y con telarañas , los muebles y sofá tampoco estaban limpios, el sofá cama muy incómodo","Fueron muy amables porque teníamos que dejar el parking a las 11:00 y nos dejaron hasta las 15;00 , la ubicación era perfecta.",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 11 de agosto de 2024,"2,0",Rosa,"Por la noche nos atendio una chica muy bien.Pero señalar que a la salida del dia siguiente una joven muy mal educada, seca y sin atendernos nos dijo que no existia la posibilidad de dejar las maletas y que debiamos salir a las 11:00.Francamente mal atendudos y sin educacion ni explicacion, no dio opcion a nada ni explicacion",,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,1 comentario,España
Vitoria,Escrito en 11 de agosto de 2024,"6,0",Dalila,"El alojamiento está muy bien para dos personas. Éramos tres y el sofá cama asignado ocupaba todo el espacio, crujía en cada movimiento y no era cómodo.
Reservamos para tres, confiando en tener confort para los tres, pero no fue así.
Deberían dejar claro, al hacer la reserva, que no hay personal, que toda la relación es virtual, incluida la activación de la llave, que nos complicó la vida, porque somos mayores y nos estresa el manejo de cuentas, contraseñas, transferencias, casi en la puerta del hotel.",La ubicación,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 4 noches | Enviado por móvil,26 comentarios,España
Vitoria,Escrito en 31 de julio de 2024,"1,0",Antonio,No es lo q esperaba 4 noches sin limpieza habitación ni contacto con recepción,La ubicación,Pareja | Apartamento Estudio | Estancia de 4 noches | Enviado por móvil,9 comentarios,España
Vitoria,Escrito en 24 de julio de 2024,"5,0",Manolo,,La ubicacion,Familia con niños pequeños | Apartamento Estudio | Estancia de 4 noches | Enviado por móvil,,
Vitoria,Escrito en 18 de julio de 2024,"4,0",Javier,El sofá cama es una condena  y si llego a saberlo no contrato el desayuno. Mira que no tienen pan para una tostada,Su situación  y el parking,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,7 comentarios,España
Vitoria,Escrito en 17 de julio de 2024,"3,0",Adriana,Ruidos toda la noche y una señora a las 11 nos abrió la puerta,El alojamiento bonito y limpio,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,2 comentarios,España
Vitoria,Escrito en 12 de julio de 2024,"6,0",Antoni,"Hice la reserva por Booking , la reserva era no reembolsable  pero hasta que no confirme el pago con tarjeta no me salto todo el formulario impuesto por Libere Victoria. imponiendome el check in on line, firmas digitales , fotografia digital , generando hasta 11 emails con codigos de confirmación y un largo etc . no enviandome el numero de habitación hasta el mismo dia a partir de las 15h. y un largo etc Que quitan calidad de vida al viajero.  Lo peor de todo es que no avisan previamente de esta opción no pudiendo cancelar previamente. MI IDEA DE LA HOSPITALIDAD Y EL SERVICIO ES OTRA QUE TODO ESTO. Yo si viajo por trabajo y me tengo que estar preocupando de check in de iberia que no te permite hasta 24h antes , del check in de Libere y un largo etc.   mal vamos ya que yo pago por servicios y mi preocupación principal tiene que ser mi actividad profesional. y todo para ahorrarse recepcionistas y personal . Al fina yo pago el servicio como si los hubiera.","El hotel es confortable , comodo y con sensación de limpio.  El parking ok",Viaje de negocios | Persona que viaja sola | Apartamento de 2 dormitorios | Estancia de 1 noche,34 comentarios,España
Vitoria,Escrito en 5 de julio de 2024,"6,0",Camilo,"La falta de limpieza, era muy superficial, daba asco. El aire acondicionado estaba roto, el olor de habitación 311 era insoportable, el ascensor se estropeaba, no habían sábanas de más por si te daba frío y la atención de los trabajadores fue buena, eran muy simpáticos pero que fuese todo digital y telemático era complicado y mis familiares mayores no sabían usarlo con facilidad faltaba alguien en recepción a quien poder ir a consultar físicamente las cosas.",La ubicación y lo nuevo que se veía.,Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,2 comentarios,España
Vitoria,Escrito en 2 de julio de 2024,"6,0",Ramon,Que no haya nada de personal,La habitacion,Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,33 comentarios,España
Vitoria,Escrito en 30 de junio de 2024,"5,0",Elizabeth,No funcionaba el aire acondicionado y el sofa-cama era muy incomodo.,La ubicación y el parking.,Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,18 comentarios,España
Vitoria,Escrito en 23 de junio de 2024,"5,0",Raisa,"Los cristales estaban sucios, una de las mesillas de noche estaba rota y tan inclinada que no se podía usar porque se caía cualquier cosa que posarás en ella. El servicio de habitaciones y el personal directamente no existen. Nos alojamos allí durante el Azkena, fecha en la que inflan los precios.",Muy céntrico.,Viaje de ocio | Familia con niños pequeños | Apartamento Estudio | Estancia de 3 noches | Enviado por móvil,12 comentarios,España
Vitoria,Escrito en 17 de junio de 2024,"6,0",Kike,Pedi habitación 2 camas. Y obtuve 1 cama y sofá. No me pudieron adaptar. A pesar de que lo comunique a booking.com.,La habitación y era amplio,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,14 comentarios,España
Vitoria,Escrito en 9 de junio de 2024,"6,0",Marta,El lavavajillas se estropeó. Sospecho que estaba estropeado desde el principio. Pero fuimos a ponerlo el último día (ya que no hicimos muchas comidas allí). Avisamos y nos dijeron que irian mientras estabamos en la habitación. Nos tuvimos que ir y no había venido nadie. Volvimos y el lavavajillas siguió sin funcionar. Luego nos ofrecieron una devolución del 30% de los días afectados (según ellos el último cuando la realidad es que  no lo usamos en ningun momento). De todas formas dicha ddevolución nunca llegó.,La ubicación y la distribución. Muy bien equipado para comer allí si querías pero también cerca de todos los lugares para poder hacer turismo de calidad. Con parking muy cómodo,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 5 noches,2 comentarios,España
Vitoria,Escrito en 2 de junio de 2024,"6,0",Raquel,"No hay nadie en recepción, si tienes un problema tienes que llamar por teléfono.El sofá cama es muy incómodo, dormimos fatal. Hacía mucho calor a pesar del aire acondicionado (no funciona correctamente).La iluminación es escasa en todo el apartamento. Hace falta alguna balda en el cuarto de baño,.Por último, tienes que dejar la habitación a las 11 horas y no tienen ningún lugar donde guardarte el equipaje.","La ubicación.Es bonito pero poco práctico.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches,18 comentarios,España
Vitoria,Escrito en 5 de mayo de 2024,"6,0",Raquel,No tenía agua caliente y nos dieron un apartamento adaptado que se encharcaba el baño completamente…. Tuvimos que quejarnos y nos cambiaron…. Pero no me parece que te den una habitación adaptada para maximizar beneficios….tampoco pudimos hacer el check out más tarde aunque lo ofrecían…. No nos ha gustado… no volveremos a alojarnos en ningún lugar más de esta cadena,Se llega fácilmente y está limpio,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 4 noches | Enviado por móvil,29 comentarios,España
Vitoria,Escrito en 2 de mayo de 2024,"2,0",Carloseduardorfaria,"ME HAN COBRADO 150 EUROS DE MAS CUANDO SOY CLIENTE HABITUAL, PERO YA HE PUESTO LA RECLAMACION CON BOOKING",,Viaje de negocios | Persona que viaja sola | Apartamento de 1 dormitorio | Estancia de 1 noche,16 comentarios,España
Vitoria,Escrito en 24 de agosto de 2023,"5,0",Adrian,"No ponen para lavar vajilla, ni una esponja, ni toallas de papel para cocina, ni un repasador para secar platos o manos. En la ducha solo jabón líquido. No hay shampoo ni acondicionador de cabello. No hay un solo trapo ni para el piso ni para cocina. No dejan ni un sobre de azúcar, sal o unas gotas de aceite. Un apartamento lindo pero totalmente vacío. Eso le resta muchos puntos porque por dos o tres noches tienes que comprar todo. Y seguro que luego se lo llevan. Triste y poco profesional","Las instalaciones son nuevas y limpias. Bien ubicado, pero….",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,69 comentarios,Argentina
Vitoria,Escrito en 24 de agosto de 2023,"5,0",Monika,Desproporcionado calidad-precio,Era confortable,Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,9 comentarios,España
Vitoria,Escrito en 24 de agosto de 2023,"5,0",Raúl,Sofá cama incomodo,La ubicación,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,7 comentarios,España
Vitoria,Escrito en 23 de agosto de 2023,"5,0",Sirguerra,"No entiendo que traten como críos a adultos que saben descargarse una app y con capacidad de abrir puertas mediante una clave digital: ¿a qué viene que las ventanas solo puedan abrirse dos dedos? Sin ventana a la que asomarse ni balcón, la sensación de agobio era enorme. Tampoco entiendo que no hubiese una bayeta de cocina para recoger tras la cena. ¿Debemos usar papel higiénico para arrastrar las migas? Por último, deberían revisar la, digamos, decoración de los rellanos: entiendo que en Vitoria hace considerable frío en invierno pero ¿moqueta alzul marino por todas partes? El ambiente era muy sórdido.","La limpieza. Todo estaba perfectamente pulcro.El equipamiento de electrodomésticos, muy completo.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche,35 comentarios,España
Vitoria,Escrito en 22 de agosto de 2023,"6,0",María,"La limpieza, tanto en el baño como en la cocina había suciedad (microondas, cubiertos, dispensador de jabón, ...). La ventana del salón tenía el pomo suelto y una de las puertas del mueble del salón no cerraba. Además se les olvidó poner el kit de limpieza que pedimos y las sábanas del sofá-cama, tuvimos que llamar para que lo trajeran. Otra cosa que echamos en falta fue algún tendedero para la ropa, porque no sirve de mucho que tenga lavadora, si no hay sitio para tender.","Las camas eran cómodas y la habitación espaciosa, con sitio para poner la ropa y dejar las maletas. La ubicación también bien, aunque no está en pleno centro, en unos 10 minutos andando, llegas.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,11 comentarios,España
